epoch,train_loss,val_loss,train_acc,val_acc
1,0.21550106405054262,0.11035429621692235,0.9447557912736795,0.9694019471488178
2,0.11536318325746486,0.09682021352828742,0.9674800277874261,0.9726115331122285
3,0.09353978818984056,0.08181991557253586,0.9725565768028429,0.9769979672622232
4,0.07865688466651426,0.08781808594801234,0.9756325647259999,0.9772921793088691
5,0.06750475391835895,0.08823893710267922,0.9780105271595372,0.9777468706536857
6,0.05927543023204503,0.08679531950962947,0.9803250327303819,0.9786027602439286
7,0.054152672110337814,0.08503798438874322,0.9815507521308147,0.9785760136942334
8,0.04931872230712054,0.09166907987855627,0.9828833462473615,0.9795121429335616
